date,close
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
3,100
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
4,103
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
5,193
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
6,139
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
7,200
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
8,107
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
9,75
